id,collected_at,rate_date,series_key,series_label,rate,source
893,2026-06-13T20:30:40.474692,2025-12-15,gov_bond_5y,Statsobligation 5 år,2.48,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
140,2026-06-13T20:30:40.178998,2025-12-15,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
389,2026-06-13T20:17:19.860991,2025-12-12,gov_bond_2y,Statsobligation 2 år,2.2,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
892,2026-06-13T20:30:40.473507,2025-12-12,gov_bond_5y,Statsobligation 5 år,2.514,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
139,2026-06-13T20:30:40.177903,2025-12-12,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
388,2026-06-13T20:17:19.859862,2025-12-11,gov_bond_2y,Statsobligation 2 år,2.195,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
891,2026-06-13T20:30:40.472366,2025-12-11,gov_bond_5y,Statsobligation 5 år,2.508,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
138,2026-06-13T20:30:40.176741,2025-12-11,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
387,2026-06-13T20:17:19.858703,2025-12-10,gov_bond_2y,Statsobligation 2 år,2.231,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
890,2026-06-13T20:30:40.471259,2025-12-10,gov_bond_5y,Statsobligation 5 år,2.542,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
137,2026-06-13T20:30:40.175638,2025-12-10,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
386,2026-06-13T20:17:19.857553,2025-12-09,gov_bond_2y,Statsobligation 2 år,2.177,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
889,2026-06-13T20:30:40.470140,2025-12-09,gov_bond_5y,Statsobligation 5 år,2.528,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
136,2026-06-13T20:30:40.174542,2025-12-09,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
385,2026-06-13T20:17:19.856371,2025-12-08,gov_bond_2y,Statsobligation 2 år,2.184,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
888,2026-06-13T20:30:40.468970,2025-12-08,gov_bond_5y,Statsobligation 5 år,2.517,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
135,2026-06-13T20:30:40.173406,2025-12-08,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
384,2026-06-13T20:17:19.855163,2025-12-05,gov_bond_2y,Statsobligation 2 år,2.135,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
887,2026-06-13T20:30:40.467810,2025-12-05,gov_bond_5y,Statsobligation 5 år,2.502,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
134,2026-06-13T20:30:40.172259,2025-12-05,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
383,2026-06-13T20:17:19.853944,2025-12-04,gov_bond_2y,Statsobligation 2 år,2.106,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
886,2026-06-13T20:30:40.466721,2025-12-04,gov_bond_5y,Statsobligation 5 år,2.451,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
133,2026-06-13T20:30:40.171103,2025-12-04,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
382,2026-06-13T20:17:19.852823,2025-12-03,gov_bond_2y,Statsobligation 2 år,2.137,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
885,2026-06-13T20:30:40.465657,2025-12-03,gov_bond_5y,Statsobligation 5 år,2.453,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
132,2026-06-13T20:30:40.169979,2025-12-03,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
381,2026-06-13T20:17:19.851557,2025-12-02,gov_bond_2y,Statsobligation 2 år,2.133,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
884,2026-06-13T20:30:40.464575,2025-12-02,gov_bond_5y,Statsobligation 5 år,2.444,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
131,2026-06-13T20:30:40.168867,2025-12-02,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
380,2026-06-13T20:17:19.850413,2025-12-01,gov_bond_2y,Statsobligation 2 år,2.098,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
883,2026-06-13T20:30:40.463501,2025-12-01,gov_bond_5y,Statsobligation 5 år,2.449,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
130,2026-06-13T20:30:40.167660,2025-12-01,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
379,2026-06-13T20:17:19.849257,2025-11-28,gov_bond_2y,Statsobligation 2 år,2.06,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
882,2026-06-13T20:30:40.462412,2025-11-28,gov_bond_5y,Statsobligation 5 år,2.368,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
129,2026-06-13T20:30:40.166451,2025-11-28,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
378,2026-06-13T20:17:19.848081,2025-11-27,gov_bond_2y,Statsobligation 2 år,2.04,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
881,2026-06-13T20:30:40.461220,2025-11-27,gov_bond_5y,Statsobligation 5 år,2.332,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
128,2026-06-13T20:30:40.165303,2025-11-27,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
377,2026-06-13T20:17:19.846926,2025-11-26,gov_bond_2y,Statsobligation 2 år,2.004,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
880,2026-06-13T20:30:40.459984,2025-11-26,gov_bond_5y,Statsobligation 5 år,2.316,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
127,2026-06-13T20:30:40.164149,2025-11-26,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
376,2026-06-13T20:17:19.845765,2025-11-25,gov_bond_2y,Statsobligation 2 år,2.001,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
879,2026-06-13T20:30:40.458893,2025-11-25,gov_bond_5y,Statsobligation 5 år,2.312,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
126,2026-06-13T20:30:40.162998,2025-11-25,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
375,2026-06-13T20:17:19.844556,2025-11-24,gov_bond_2y,Statsobligation 2 år,2.003,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
878,2026-06-13T20:30:40.457804,2025-11-24,gov_bond_5y,Statsobligation 5 år,2.306,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
125,2026-06-13T20:30:40.161902,2025-11-24,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
374,2026-06-13T20:17:19.843429,2025-11-21,gov_bond_2y,Statsobligation 2 år,1.991,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
877,2026-06-13T20:30:40.456689,2025-11-21,gov_bond_5y,Statsobligation 5 år,2.316,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
124,2026-06-13T20:30:40.160345,2025-11-21,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
373,2026-06-13T20:17:19.842271,2025-11-20,gov_bond_2y,Statsobligation 2 år,2.007,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
876,2026-06-13T20:30:40.455593,2025-11-20,gov_bond_5y,Statsobligation 5 år,2.335,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
123,2026-06-13T20:30:40.159171,2025-11-20,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
372,2026-06-13T20:17:19.841105,2025-11-19,gov_bond_2y,Statsobligation 2 år,1.99,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
875,2026-06-13T20:30:40.454465,2025-11-19,gov_bond_5y,Statsobligation 5 år,2.307,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
122,2026-06-13T20:30:40.158056,2025-11-19,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
371,2026-06-13T20:17:19.839951,2025-11-18,gov_bond_2y,Statsobligation 2 år,2.0,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
874,2026-06-13T20:30:40.453303,2025-11-18,gov_bond_5y,Statsobligation 5 år,2.328,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
121,2026-06-13T20:30:40.156923,2025-11-18,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
370,2026-06-13T20:17:19.838838,2025-11-17,gov_bond_2y,Statsobligation 2 år,2.027,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
873,2026-06-13T20:30:40.452133,2025-11-17,gov_bond_5y,Statsobligation 5 år,2.359,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
120,2026-06-13T20:30:40.155799,2025-11-17,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
369,2026-06-13T20:17:19.837693,2025-11-14,gov_bond_2y,Statsobligation 2 år,2.03,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
872,2026-06-13T20:30:40.450930,2025-11-14,gov_bond_5y,Statsobligation 5 år,2.359,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
119,2026-06-13T20:30:40.154693,2025-11-14,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
368,2026-06-13T20:17:19.836480,2025-11-13,gov_bond_2y,Statsobligation 2 år,2.013,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
871,2026-06-13T20:30:40.449808,2025-11-13,gov_bond_5y,Statsobligation 5 år,2.354,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
118,2026-06-13T20:30:40.153587,2025-11-13,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
367,2026-06-13T20:17:19.835205,2025-11-12,gov_bond_2y,Statsobligation 2 år,2.019,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
870,2026-06-13T20:30:40.448633,2025-11-12,gov_bond_5y,Statsobligation 5 år,2.313,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
117,2026-06-13T20:30:40.152486,2025-11-12,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
366,2026-06-13T20:17:19.834073,2025-11-11,gov_bond_2y,Statsobligation 2 år,2.017,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
869,2026-06-13T20:30:40.447495,2025-11-11,gov_bond_5y,Statsobligation 5 år,2.313,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
116,2026-06-13T20:30:40.151378,2025-11-11,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
365,2026-06-13T20:17:19.832928,2025-11-10,gov_bond_2y,Statsobligation 2 år,2.009,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
868,2026-06-13T20:30:40.446340,2025-11-10,gov_bond_5y,Statsobligation 5 år,2.297,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
115,2026-06-13T20:30:40.150235,2025-11-10,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
364,2026-06-13T20:17:19.831781,2025-11-07,gov_bond_2y,Statsobligation 2 år,2.005,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
867,2026-06-13T20:30:40.445141,2025-11-07,gov_bond_5y,Statsobligation 5 år,2.276,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
114,2026-06-13T20:30:40.149125,2025-11-07,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
363,2026-06-13T20:17:19.830629,2025-11-06,gov_bond_2y,Statsobligation 2 år,2.005,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
866,2026-06-13T20:30:40.443820,2025-11-06,gov_bond_5y,Statsobligation 5 år,2.285,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
113,2026-06-13T20:30:40.147990,2025-11-06,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
362,2026-06-13T20:17:19.829482,2025-11-05,gov_bond_2y,Statsobligation 2 år,1.945,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
865,2026-06-13T20:30:40.442689,2025-11-05,gov_bond_5y,Statsobligation 5 år,2.237,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
112,2026-06-13T20:30:40.146869,2025-11-05,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
361,2026-06-13T20:17:19.828291,2025-11-04,gov_bond_2y,Statsobligation 2 år,1.963,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
864,2026-06-13T20:30:40.441527,2025-11-04,gov_bond_5y,Statsobligation 5 år,2.234,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
111,2026-06-13T20:30:40.145747,2025-11-04,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
360,2026-06-13T20:17:19.826990,2025-11-03,gov_bond_2y,Statsobligation 2 år,1.94,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
863,2026-06-13T20:30:40.440321,2025-11-03,gov_bond_5y,Statsobligation 5 år,2.238,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
110,2026-06-13T20:30:40.144571,2025-11-03,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
359,2026-06-13T20:17:19.825786,2025-10-31,gov_bond_2y,Statsobligation 2 år,1.957,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
862,2026-06-13T20:30:40.439150,2025-10-31,gov_bond_5y,Statsobligation 5 år,2.233,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
109,2026-06-13T20:30:40.143477,2025-10-31,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
358,2026-06-13T20:17:19.824638,2025-10-30,gov_bond_2y,Statsobligation 2 år,1.913,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
861,2026-06-13T20:30:40.438030,2025-10-30,gov_bond_5y,Statsobligation 5 år,2.184,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
108,2026-06-13T20:30:40.142378,2025-10-30,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
357,2026-06-13T20:17:19.823432,2025-10-29,gov_bond_2y,Statsobligation 2 år,1.887,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
860,2026-06-13T20:30:40.436908,2025-10-29,gov_bond_5y,Statsobligation 5 år,2.157,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
107,2026-06-13T20:30:40.141253,2025-10-29,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
356,2026-06-13T20:17:19.822271,2025-10-28,gov_bond_2y,Statsobligation 2 år,1.875,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
859,2026-06-13T20:30:40.435683,2025-10-28,gov_bond_5y,Statsobligation 5 år,2.147,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
106,2026-06-13T20:30:40.140125,2025-10-28,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
355,2026-06-13T20:17:19.820992,2025-10-27,gov_bond_2y,Statsobligation 2 år,1.889,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
858,2026-06-13T20:30:40.434493,2025-10-27,gov_bond_5y,Statsobligation 5 år,2.158,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
105,2026-06-13T20:30:40.138993,2025-10-27,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
354,2026-06-13T20:17:19.819386,2025-10-24,gov_bond_2y,Statsobligation 2 år,1.884,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
857,2026-06-13T20:30:40.433386,2025-10-24,gov_bond_5y,Statsobligation 5 år,2.158,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
104,2026-06-13T20:30:40.137870,2025-10-24,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
353,2026-06-13T20:17:19.818202,2025-10-23,gov_bond_2y,Statsobligation 2 år,1.833,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
856,2026-06-13T20:30:40.432241,2025-10-23,gov_bond_5y,Statsobligation 5 år,2.103,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
103,2026-06-13T20:30:40.136745,2025-10-23,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
352,2026-06-13T20:17:19.817031,2025-10-22,gov_bond_2y,Statsobligation 2 år,1.823,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
855,2026-06-13T20:30:40.430970,2025-10-22,gov_bond_5y,Statsobligation 5 år,2.091,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
102,2026-06-13T20:30:40.135623,2025-10-22,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
351,2026-06-13T20:17:19.815855,2025-10-21,gov_bond_2y,Statsobligation 2 år,1.815,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
854,2026-06-13T20:30:40.429838,2025-10-21,gov_bond_5y,Statsobligation 5 år,2.093,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
101,2026-06-13T20:30:40.134526,2025-10-21,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
350,2026-06-13T20:17:19.814692,2025-10-20,gov_bond_2y,Statsobligation 2 år,1.842,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
853,2026-06-13T20:30:40.428651,2025-10-20,gov_bond_5y,Statsobligation 5 år,2.123,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
100,2026-06-13T20:30:40.133423,2025-10-20,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
349,2026-06-13T20:17:19.813515,2025-10-17,gov_bond_2y,Statsobligation 2 år,1.805,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
852,2026-06-13T20:30:40.427558,2025-10-17,gov_bond_5y,Statsobligation 5 år,2.1,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
99,2026-06-13T20:30:40.132317,2025-10-17,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
348,2026-06-13T20:17:19.812322,2025-10-16,gov_bond_2y,Statsobligation 2 år,1.821,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
851,2026-06-13T20:30:40.426396,2025-10-16,gov_bond_5y,Statsobligation 5 år,2.113,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
98,2026-06-13T20:30:40.131163,2025-10-16,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
347,2026-06-13T20:17:19.811044,2025-10-15,gov_bond_2y,Statsobligation 2 år,1.821,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
850,2026-06-13T20:30:40.425121,2025-10-15,gov_bond_5y,Statsobligation 5 år,2.103,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
97,2026-06-13T20:30:40.130033,2025-10-15,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
346,2026-06-13T20:17:19.809777,2025-10-14,gov_bond_2y,Statsobligation 2 år,1.824,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
849,2026-06-13T20:30:40.423902,2025-10-14,gov_bond_5y,Statsobligation 5 år,2.12,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
96,2026-06-13T20:30:40.128868,2025-10-14,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
345,2026-06-13T20:17:19.808571,2025-10-13,gov_bond_2y,Statsobligation 2 år,1.861,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
848,2026-06-13T20:30:40.422636,2025-10-13,gov_bond_5y,Statsobligation 5 år,2.16,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
95,2026-06-13T20:30:40.127764,2025-10-13,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
344,2026-06-13T20:17:19.807384,2025-10-10,gov_bond_2y,Statsobligation 2 år,1.906,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
847,2026-06-13T20:30:40.421399,2025-10-10,gov_bond_5y,Statsobligation 5 år,2.216,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
94,2026-06-13T20:30:40.126665,2025-10-10,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
343,2026-06-13T20:17:19.806155,2025-10-09,gov_bond_2y,Statsobligation 2 år,1.918,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
846,2026-06-13T20:30:40.420215,2025-10-09,gov_bond_5y,Statsobligation 5 år,2.237,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
93,2026-06-13T20:30:40.125559,2025-10-09,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
342,2026-06-13T20:17:19.804908,2025-10-08,gov_bond_2y,Statsobligation 2 år,1.9,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
845,2026-06-13T20:30:40.419031,2025-10-08,gov_bond_5y,Statsobligation 5 år,2.221,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
92,2026-06-13T20:30:40.124453,2025-10-08,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
341,2026-06-13T20:17:19.802853,2025-10-07,gov_bond_2y,Statsobligation 2 år,1.924,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
844,2026-06-13T20:30:40.417910,2025-10-07,gov_bond_5y,Statsobligation 5 år,2.259,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
91,2026-06-13T20:30:40.123315,2025-10-07,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
340,2026-06-13T20:17:19.801611,2025-10-06,gov_bond_2y,Statsobligation 2 år,1.926,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
843,2026-06-13T20:30:40.416680,2025-10-06,gov_bond_5y,Statsobligation 5 år,2.24,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
90,2026-06-13T20:30:40.122162,2025-10-06,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
339,2026-06-13T20:17:19.800432,2025-10-03,gov_bond_2y,Statsobligation 2 år,1.928,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
842,2026-06-13T20:30:40.415539,2025-10-03,gov_bond_5y,Statsobligation 5 år,2.245,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
89,2026-06-13T20:30:40.120986,2025-10-03,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
338,2026-06-13T20:17:19.799221,2025-10-02,gov_bond_2y,Statsobligation 2 år,1.922,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
841,2026-06-13T20:30:40.414357,2025-10-02,gov_bond_5y,Statsobligation 5 år,2.241,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
88,2026-06-13T20:30:40.119872,2025-10-02,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
337,2026-06-13T20:17:19.798014,2025-10-01,gov_bond_2y,Statsobligation 2 år,1.908,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
840,2026-06-13T20:30:40.412996,2025-10-01,gov_bond_5y,Statsobligation 5 år,2.21,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
87,2026-06-13T20:30:40.118710,2025-10-01,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
336,2026-06-13T20:17:19.796774,2025-09-30,gov_bond_2y,Statsobligation 2 år,1.922,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
839,2026-06-13T20:30:40.411872,2025-09-30,gov_bond_5y,Statsobligation 5 år,2.224,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
86,2026-06-13T20:30:40.117590,2025-09-30,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
335,2026-06-13T20:17:19.795517,2025-09-29,gov_bond_2y,Statsobligation 2 år,1.93,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
838,2026-06-13T20:30:40.410694,2025-09-29,gov_bond_5y,Statsobligation 5 år,2.223,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
85,2026-06-13T20:30:40.116494,2025-09-29,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
334,2026-06-13T20:17:19.794325,2025-09-26,gov_bond_2y,Statsobligation 2 år,1.948,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
837,2026-06-13T20:30:40.409592,2025-09-26,gov_bond_5y,Statsobligation 5 år,2.254,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
84,2026-06-13T20:30:40.115399,2025-09-26,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
333,2026-06-13T20:17:19.793055,2025-09-25,gov_bond_2y,Statsobligation 2 år,1.957,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
836,2026-06-13T20:30:40.408483,2025-09-25,gov_bond_5y,Statsobligation 5 år,2.295,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
83,2026-06-13T20:30:40.114192,2025-09-25,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
332,2026-06-13T20:17:19.791852,2025-09-24,gov_bond_2y,Statsobligation 2 år,1.92,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
835,2026-06-13T20:30:40.407322,2025-09-24,gov_bond_5y,Statsobligation 5 år,2.228,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
82,2026-06-13T20:30:40.112976,2025-09-24,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
331,2026-06-13T20:17:19.790619,2025-09-23,gov_bond_2y,Statsobligation 2 år,1.914,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
834,2026-06-13T20:30:40.406103,2025-09-23,gov_bond_5y,Statsobligation 5 år,2.246,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
81,2026-06-13T20:30:40.111856,2025-09-23,policy_rate,Riksbankens styrränta,2.0,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
330,2026-06-13T20:17:19.789224,2025-09-22,gov_bond_2y,Statsobligation 2 år,1.923,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
