id,collected_at,rate_date,series_key,series_label,rate,source
953,2026-06-13T20:30:40.543462,2026-03-17,gov_bond_5y,Statsobligation 5 år,2.407,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
200,2026-06-13T20:30:40.247464,2026-03-17,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
449,2026-06-13T20:17:19.937129,2026-03-16,gov_bond_2y,Statsobligation 2 år,2.138,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
952,2026-06-13T20:30:40.542264,2026-03-16,gov_bond_5y,Statsobligation 5 år,2.443,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
199,2026-06-13T20:30:40.246341,2026-03-16,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
448,2026-06-13T20:17:19.935858,2026-03-13,gov_bond_2y,Statsobligation 2 år,2.15,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
951,2026-06-13T20:30:40.541038,2026-03-13,gov_bond_5y,Statsobligation 5 år,2.437,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
198,2026-06-13T20:30:40.245194,2026-03-13,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
447,2026-06-13T20:17:19.934633,2026-03-12,gov_bond_2y,Statsobligation 2 år,2.17,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
950,2026-06-13T20:30:40.539863,2026-03-12,gov_bond_5y,Statsobligation 5 år,2.463,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
197,2026-06-13T20:30:40.244050,2026-03-12,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
446,2026-06-13T20:17:19.933440,2026-03-11,gov_bond_2y,Statsobligation 2 år,2.117,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
949,2026-06-13T20:30:40.538671,2026-03-11,gov_bond_5y,Statsobligation 5 år,2.437,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
196,2026-06-13T20:30:40.242907,2026-03-11,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
445,2026-06-13T20:17:19.932158,2026-03-10,gov_bond_2y,Statsobligation 2 år,2.096,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
948,2026-06-13T20:30:40.537566,2026-03-10,gov_bond_5y,Statsobligation 5 år,2.328,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
195,2026-06-13T20:30:40.241758,2026-03-10,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
444,2026-06-13T20:17:19.930948,2026-03-09,gov_bond_2y,Statsobligation 2 år,2.132,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
947,2026-06-13T20:30:40.536421,2026-03-09,gov_bond_5y,Statsobligation 5 år,2.399,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
194,2026-06-13T20:30:40.240602,2026-03-09,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
443,2026-06-13T20:17:19.929597,2026-03-06,gov_bond_2y,Statsobligation 2 år,2.096,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
946,2026-06-13T20:30:40.535312,2026-03-06,gov_bond_5y,Statsobligation 5 år,2.371,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
193,2026-06-13T20:30:40.239350,2026-03-06,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
442,2026-06-13T20:17:19.928344,2026-03-05,gov_bond_2y,Statsobligation 2 år,2.027,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
945,2026-06-13T20:30:40.534172,2026-03-05,gov_bond_5y,Statsobligation 5 år,2.33,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
192,2026-06-13T20:30:40.238234,2026-03-05,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
441,2026-06-13T20:17:19.927000,2026-03-04,gov_bond_2y,Statsobligation 2 år,1.988,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
944,2026-06-13T20:30:40.533009,2026-03-04,gov_bond_5y,Statsobligation 5 år,2.276,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
191,2026-06-13T20:30:40.237120,2026-03-04,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
440,2026-06-13T20:17:19.925803,2026-03-03,gov_bond_2y,Statsobligation 2 år,2.034,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
943,2026-06-13T20:30:40.531860,2026-03-03,gov_bond_5y,Statsobligation 5 år,2.324,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
190,2026-06-13T20:30:40.235991,2026-03-03,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
439,2026-06-13T20:17:19.924617,2026-03-02,gov_bond_2y,Statsobligation 2 år,1.943,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
942,2026-06-13T20:30:40.530720,2026-03-02,gov_bond_5y,Statsobligation 5 år,2.207,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
189,2026-06-13T20:30:40.234848,2026-03-02,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
438,2026-06-13T20:17:19.923361,2026-02-27,gov_bond_2y,Statsobligation 2 år,1.871,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
941,2026-06-13T20:30:40.529600,2026-02-27,gov_bond_5y,Statsobligation 5 år,2.16,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
188,2026-06-13T20:30:40.233729,2026-02-27,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
437,2026-06-13T20:17:19.922082,2026-02-26,gov_bond_2y,Statsobligation 2 år,1.919,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
940,2026-06-13T20:30:40.528483,2026-02-26,gov_bond_5y,Statsobligation 5 år,2.191,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
187,2026-06-13T20:30:40.232593,2026-02-26,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
436,2026-06-13T20:17:19.920844,2026-02-25,gov_bond_2y,Statsobligation 2 år,1.907,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
939,2026-06-13T20:30:40.527267,2026-02-25,gov_bond_5y,Statsobligation 5 år,2.209,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
186,2026-06-13T20:30:40.231418,2026-02-25,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
435,2026-06-13T20:17:19.919601,2026-02-24,gov_bond_2y,Statsobligation 2 år,1.916,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
938,2026-06-13T20:30:40.526176,2026-02-24,gov_bond_5y,Statsobligation 5 år,2.219,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
185,2026-06-13T20:30:40.230246,2026-02-24,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
434,2026-06-13T20:17:19.918337,2026-02-23,gov_bond_2y,Statsobligation 2 år,1.907,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
937,2026-06-13T20:30:40.525005,2026-02-23,gov_bond_5y,Statsobligation 5 år,2.243,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
184,2026-06-13T20:30:40.229028,2026-02-23,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
433,2026-06-13T20:17:19.917085,2026-02-20,gov_bond_2y,Statsobligation 2 år,1.944,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
936,2026-06-13T20:30:40.523891,2026-02-20,gov_bond_5y,Statsobligation 5 år,2.258,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
183,2026-06-13T20:30:40.227913,2026-02-20,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
432,2026-06-13T20:17:19.915790,2026-02-19,gov_bond_2y,Statsobligation 2 år,1.901,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
935,2026-06-13T20:30:40.522733,2026-02-19,gov_bond_5y,Statsobligation 5 år,2.245,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
182,2026-06-13T20:30:40.226771,2026-02-19,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
431,2026-06-13T20:17:19.913734,2026-02-18,gov_bond_2y,Statsobligation 2 år,1.878,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
934,2026-06-13T20:30:40.521653,2026-02-18,gov_bond_5y,Statsobligation 5 år,2.169,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
181,2026-06-13T20:30:40.225662,2026-02-18,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
430,2026-06-13T20:17:19.912553,2026-02-17,gov_bond_2y,Statsobligation 2 år,1.836,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
933,2026-06-13T20:30:40.520590,2026-02-17,gov_bond_5y,Statsobligation 5 år,2.184,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
180,2026-06-13T20:30:40.224565,2026-02-17,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
429,2026-06-13T20:17:19.911333,2026-02-16,gov_bond_2y,Statsobligation 2 år,1.827,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
932,2026-06-13T20:30:40.519497,2026-02-16,gov_bond_5y,Statsobligation 5 år,2.18,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
179,2026-06-13T20:30:40.223318,2026-02-16,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
428,2026-06-13T20:17:19.910066,2026-02-13,gov_bond_2y,Statsobligation 2 år,1.818,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
931,2026-06-13T20:30:40.518389,2026-02-13,gov_bond_5y,Statsobligation 5 år,2.198,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
178,2026-06-13T20:30:40.222202,2026-02-13,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
427,2026-06-13T20:17:19.908844,2026-02-12,gov_bond_2y,Statsobligation 2 år,1.926,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
930,2026-06-13T20:30:40.517291,2026-02-12,gov_bond_5y,Statsobligation 5 år,2.237,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
177,2026-06-13T20:30:40.221107,2026-02-12,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
426,2026-06-13T20:17:19.907513,2026-02-11,gov_bond_2y,Statsobligation 2 år,1.948,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
929,2026-06-13T20:30:40.516148,2026-02-11,gov_bond_5y,Statsobligation 5 år,2.281,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
176,2026-06-13T20:30:40.219952,2026-02-11,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
425,2026-06-13T20:17:19.906248,2026-02-10,gov_bond_2y,Statsobligation 2 år,1.928,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
928,2026-06-13T20:30:40.514999,2026-02-10,gov_bond_5y,Statsobligation 5 år,2.247,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
175,2026-06-13T20:30:40.218834,2026-02-10,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
424,2026-06-13T20:17:19.904892,2026-02-09,gov_bond_2y,Statsobligation 2 år,1.923,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
927,2026-06-13T20:30:40.513896,2026-02-09,gov_bond_5y,Statsobligation 5 år,2.284,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
174,2026-06-13T20:30:40.217722,2026-02-09,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
423,2026-06-13T20:17:19.903593,2026-02-06,gov_bond_2y,Statsobligation 2 år,1.939,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
926,2026-06-13T20:30:40.512773,2026-02-06,gov_bond_5y,Statsobligation 5 år,2.301,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
173,2026-06-13T20:30:40.216601,2026-02-06,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
422,2026-06-13T20:17:19.902261,2026-02-05,gov_bond_2y,Statsobligation 2 år,1.951,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
925,2026-06-13T20:30:40.511650,2026-02-05,gov_bond_5y,Statsobligation 5 år,2.29,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
172,2026-06-13T20:30:40.215501,2026-02-05,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
421,2026-06-13T20:17:19.900885,2026-02-04,gov_bond_2y,Statsobligation 2 år,1.981,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
924,2026-06-13T20:30:40.510549,2026-02-04,gov_bond_5y,Statsobligation 5 år,2.329,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
171,2026-06-13T20:30:40.214371,2026-02-04,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
420,2026-06-13T20:17:19.899635,2026-02-03,gov_bond_2y,Statsobligation 2 år,2.033,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
923,2026-06-13T20:30:40.509386,2026-02-03,gov_bond_5y,Statsobligation 5 år,2.382,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
170,2026-06-13T20:30:40.213232,2026-02-03,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
419,2026-06-13T20:17:19.898268,2026-02-02,gov_bond_2y,Statsobligation 2 år,2.02,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
922,2026-06-13T20:30:40.508238,2026-02-02,gov_bond_5y,Statsobligation 5 år,2.378,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
169,2026-06-13T20:30:40.212104,2026-02-02,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
418,2026-06-13T20:17:19.897031,2026-01-30,gov_bond_2y,Statsobligation 2 år,2.005,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
921,2026-06-13T20:30:40.507089,2026-01-30,gov_bond_5y,Statsobligation 5 år,2.351,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
168,2026-06-13T20:30:40.210959,2026-01-30,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
417,2026-06-13T20:17:19.895752,2026-01-29,gov_bond_2y,Statsobligation 2 år,2.008,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
920,2026-06-13T20:30:40.505978,2026-01-29,gov_bond_5y,Statsobligation 5 år,2.367,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
167,2026-06-13T20:30:40.209824,2026-01-29,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
416,2026-06-13T20:17:19.894478,2026-01-28,gov_bond_2y,Statsobligation 2 år,2.048,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
919,2026-06-13T20:30:40.504902,2026-01-28,gov_bond_5y,Statsobligation 5 år,2.407,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
166,2026-06-13T20:30:40.208622,2026-01-28,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
415,2026-06-13T20:17:19.893277,2026-01-27,gov_bond_2y,Statsobligation 2 år,2.069,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
918,2026-06-13T20:30:40.503811,2026-01-27,gov_bond_5y,Statsobligation 5 år,2.422,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
165,2026-06-13T20:30:40.207385,2026-01-27,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
414,2026-06-13T20:17:19.892035,2026-01-26,gov_bond_2y,Statsobligation 2 år,2.093,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
917,2026-06-13T20:30:40.502697,2026-01-26,gov_bond_5y,Statsobligation 5 år,2.437,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
164,2026-06-13T20:30:40.206294,2026-01-26,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
413,2026-06-13T20:17:19.890745,2026-01-23,gov_bond_2y,Statsobligation 2 år,2.098,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
916,2026-06-13T20:30:40.501606,2026-01-23,gov_bond_5y,Statsobligation 5 år,2.455,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
163,2026-06-13T20:30:40.205159,2026-01-23,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
412,2026-06-13T20:17:19.889568,2026-01-22,gov_bond_2y,Statsobligation 2 år,2.105,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
915,2026-06-13T20:30:40.500511,2026-01-22,gov_bond_5y,Statsobligation 5 år,2.447,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
162,2026-06-13T20:30:40.204052,2026-01-22,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
411,2026-06-13T20:17:19.888331,2026-01-21,gov_bond_2y,Statsobligation 2 år,2.079,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
914,2026-06-13T20:30:40.499414,2026-01-21,gov_bond_5y,Statsobligation 5 år,2.427,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
161,2026-06-13T20:30:40.202937,2026-01-21,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
410,2026-06-13T20:17:19.887129,2026-01-20,gov_bond_2y,Statsobligation 2 år,2.04,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
913,2026-06-13T20:30:40.498312,2026-01-20,gov_bond_5y,Statsobligation 5 år,2.403,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
160,2026-06-13T20:30:40.201814,2026-01-20,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
409,2026-06-13T20:17:19.885889,2026-01-19,gov_bond_2y,Statsobligation 2 år,2.053,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
912,2026-06-13T20:30:40.497147,2026-01-19,gov_bond_5y,Statsobligation 5 år,2.386,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
159,2026-06-13T20:30:40.200698,2026-01-19,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
408,2026-06-13T20:17:19.884624,2026-01-16,gov_bond_2y,Statsobligation 2 år,2.095,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
911,2026-06-13T20:30:40.496038,2026-01-16,gov_bond_5y,Statsobligation 5 år,2.428,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
158,2026-06-13T20:30:40.199602,2026-01-16,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
407,2026-06-13T20:17:19.883382,2026-01-15,gov_bond_2y,Statsobligation 2 år,2.086,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
910,2026-06-13T20:30:40.494871,2026-01-15,gov_bond_5y,Statsobligation 5 år,2.394,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
157,2026-06-13T20:30:40.198522,2026-01-15,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
406,2026-06-13T20:17:19.881919,2026-01-14,gov_bond_2y,Statsobligation 2 år,2.078,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
909,2026-06-13T20:30:40.493748,2026-01-14,gov_bond_5y,Statsobligation 5 år,2.401,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
156,2026-06-13T20:30:40.197421,2026-01-14,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
405,2026-06-13T20:17:19.880679,2026-01-13,gov_bond_2y,Statsobligation 2 år,2.099,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
908,2026-06-13T20:30:40.492597,2026-01-13,gov_bond_5y,Statsobligation 5 år,2.414,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
155,2026-06-13T20:30:40.196202,2026-01-13,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
404,2026-06-13T20:17:19.879491,2026-01-12,gov_bond_2y,Statsobligation 2 år,2.103,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
907,2026-06-13T20:30:40.490875,2026-01-12,gov_bond_5y,Statsobligation 5 år,2.42,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
154,2026-06-13T20:30:40.194996,2026-01-12,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
403,2026-06-13T20:17:19.878269,2026-01-09,gov_bond_2y,Statsobligation 2 år,2.113,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
906,2026-06-13T20:30:40.489730,2026-01-09,gov_bond_5y,Statsobligation 5 år,2.447,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
153,2026-06-13T20:30:40.193863,2026-01-09,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
402,2026-06-13T20:17:19.876937,2026-01-08,gov_bond_2y,Statsobligation 2 år,2.08,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
905,2026-06-13T20:30:40.488586,2026-01-08,gov_bond_5y,Statsobligation 5 år,2.433,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
152,2026-06-13T20:30:40.192726,2026-01-08,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
401,2026-06-13T20:17:19.875712,2026-01-07,gov_bond_2y,Statsobligation 2 år,2.075,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
904,2026-06-13T20:30:40.487412,2026-01-07,gov_bond_5y,Statsobligation 5 år,2.435,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
151,2026-06-13T20:30:40.191542,2026-01-07,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
400,2026-06-13T20:17:19.874326,2026-01-05,gov_bond_2y,Statsobligation 2 år,2.16,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
903,2026-06-13T20:30:40.486299,2026-01-05,gov_bond_5y,Statsobligation 5 år,2.487,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
150,2026-06-13T20:30:40.190342,2026-01-05,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
399,2026-06-13T20:17:19.873016,2026-01-02,gov_bond_2y,Statsobligation 2 år,2.101,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
902,2026-06-13T20:30:40.485109,2026-01-02,gov_bond_5y,Statsobligation 5 år,2.449,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
149,2026-06-13T20:30:40.189198,2026-01-02,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
398,2026-06-13T20:17:19.871744,2025-12-30,gov_bond_2y,Statsobligation 2 år,2.106,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
901,2026-06-13T20:30:40.483969,2025-12-30,gov_bond_5y,Statsobligation 5 år,2.408,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
148,2026-06-13T20:30:40.188048,2025-12-30,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
397,2026-06-13T20:17:19.870501,2025-12-29,gov_bond_2y,Statsobligation 2 år,2.122,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
900,2026-06-13T20:30:40.482800,2025-12-29,gov_bond_5y,Statsobligation 5 år,2.395,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
147,2026-06-13T20:30:40.186907,2025-12-29,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
396,2026-06-13T20:17:19.869254,2025-12-23,gov_bond_2y,Statsobligation 2 år,2.125,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
899,2026-06-13T20:30:40.481614,2025-12-23,gov_bond_5y,Statsobligation 5 år,2.443,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
146,2026-06-13T20:30:40.185781,2025-12-23,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
395,2026-06-13T20:17:19.868040,2025-12-22,gov_bond_2y,Statsobligation 2 år,2.142,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
898,2026-06-13T20:30:40.480492,2025-12-22,gov_bond_5y,Statsobligation 5 år,2.472,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
145,2026-06-13T20:30:40.184668,2025-12-22,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
394,2026-06-13T20:17:19.866746,2025-12-19,gov_bond_2y,Statsobligation 2 år,2.141,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
897,2026-06-13T20:30:40.479355,2025-12-19,gov_bond_5y,Statsobligation 5 år,2.469,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
144,2026-06-13T20:30:40.183560,2025-12-19,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
393,2026-06-13T20:17:19.865621,2025-12-18,gov_bond_2y,Statsobligation 2 år,2.118,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
896,2026-06-13T20:30:40.478177,2025-12-18,gov_bond_5y,Statsobligation 5 år,2.472,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
143,2026-06-13T20:30:40.182403,2025-12-18,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
392,2026-06-13T20:17:19.864503,2025-12-17,gov_bond_2y,Statsobligation 2 år,2.149,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
895,2026-06-13T20:30:40.476974,2025-12-17,gov_bond_5y,Statsobligation 5 år,2.455,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
142,2026-06-13T20:30:40.181286,2025-12-17,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
391,2026-06-13T20:17:19.863331,2025-12-16,gov_bond_2y,Statsobligation 2 år,2.173,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
894,2026-06-13T20:30:40.475819,2025-12-16,gov_bond_5y,Statsobligation 5 år,2.464,https://api.riksbank.se/swea/v1/observations/SEGVB5YC
141,2026-06-13T20:30:40.180120,2025-12-16,policy_rate,Riksbankens styrränta,1.75,https://api.riksbank.se/swea/v1/observations/SECBREPOEFF
390,2026-06-13T20:17:19.862157,2025-12-15,gov_bond_2y,Statsobligation 2 år,2.184,https://api.riksbank.se/swea/v1/observations/SEGVB2YC
